Orthogroup	acer	afen	alor	amil	apal	apoc	cjar	cnat	dcyl	dper	dspp	ffun	gasp	gfas	mcap	ofav	pcom	pdae	plob	pmea	pver	spis	ssid
OG0062005																							FUN_036041-T1
OG0062006																							FUN_036053-T1
OG0062007																							FUN_036061-T1
OG0062008																							FUN_036062-T1
OG0062009																							FUN_036065-T1
OG0062010																							FUN_036067-T1
OG0062011																							FUN_036069-T1
OG0062012																							FUN_036083-T1
OG0062013																							FUN_036102-T1
OG0062014																							FUN_036104-T1
OG0062015																							FUN_036107-T1
OG0062016																							FUN_036113-T1
OG0062017																							FUN_036119-T1
OG0062018																							FUN_036123-T1
OG0062019																							FUN_036164-T1
OG0062020																							FUN_036179-T1
OG0062021																							FUN_036211-T1
OG0062022																							FUN_036236-T1
OG0062023																							FUN_036241-T1
OG0062024																							FUN_036266-T1
OG0062025																							FUN_036277-T1
OG0062026																							FUN_036284-T1
OG0062027																							FUN_036287-T1
OG0062028																							FUN_036302-T1
OG0062029																							FUN_036303-T1
OG0062030																							FUN_036317-T1
OG0062031																							FUN_036325-T1
OG0062032																							FUN_036328-T1
OG0062033																							FUN_036329-T1
OG0062034																							FUN_036330-T1
OG0062035																							FUN_036331-T1
OG0062036																							FUN_036350-T1
OG0062037																							FUN_036363-T1
OG0062038																							FUN_036381-T1
OG0062039																							FUN_036384-T1
OG0062040																							FUN_036387-T1
OG0062041																							FUN_036395-T1
OG0062042																							FUN_036414-T1
OG0062043																							FUN_036423-T1
OG0062044																							FUN_036433-T1
OG0062045																							FUN_036436-T1
OG0062046																							FUN_036473-T1
OG0062047																							FUN_036486-T1
OG0062048																							FUN_036488-T1
OG0062049																							FUN_036495-T1
OG0062050																							FUN_036501-T1
OG0062051																							FUN_036530-T1
OG0062052																							FUN_036536-T1
OG0062053																							FUN_036540-T1
OG0062054																							FUN_036541-T1
OG0062055																							FUN_036543-T1
OG0062056																							FUN_036561-T1
OG0062057																							FUN_036601-T1
OG0062058																							FUN_036610-T1
OG0062059																							FUN_036623-T1
OG0062060																							FUN_036626-T1
OG0062061																							FUN_036646-T1
OG0062062																							FUN_036648-T1
OG0062063																							FUN_036666-T1
OG0062064																							FUN_036670-T1
OG0062065																							FUN_036671-T1
OG0062066																							FUN_036673-T1
OG0062067																							FUN_036679-T1
OG0062068																							FUN_036681-T1
OG0062069																							FUN_036708-T1
OG0062070																							FUN_036728-T1
OG0062071																							FUN_036749-T1
OG0062072																							FUN_036753-T1
OG0062073																							FUN_036764-T1
OG0062074																							FUN_036767-T1
OG0062075																							FUN_036777-T1
OG0062076																							FUN_036823-T1
OG0062077																							FUN_036833-T1
OG0062078																							FUN_036851-T1
OG0062079																							FUN_036863-T1
OG0062080																							FUN_036864-T1
OG0062081																							FUN_036888-T1
OG0062082																							FUN_036890-T1
OG0062083																							FUN_036898-T1
OG0062084																							FUN_036938-T1
OG0062085																							FUN_036950-T1
OG0062086																							FUN_036957-T1
OG0062087																							FUN_036987-T1
OG0062088																							FUN_037016-T1
OG0062089																							FUN_037018-T1
OG0062090																							FUN_037025-T1
OG0062091																							FUN_037043-T1
OG0062092																							FUN_037044-T1
OG0062093																							FUN_037052-T1
OG0062094																							FUN_037074-T1
OG0062095																							FUN_037076-T1
OG0062096																							FUN_037085-T1
OG0062097																							FUN_037128-T1
OG0062098																							FUN_037131-T1
OG0062099																							FUN_037132-T1
OG0062100																							FUN_037163-T1
OG0062101																							FUN_037176-T1
OG0062102																							FUN_037202-T1
OG0062103																							FUN_037244-T1
OG0062104																							FUN_037263-T1
OG0062105																							FUN_037284-T1
OG0062106																							FUN_037295-T1
OG0062107																							FUN_037305-T1
OG0062108																							FUN_037306-T1
OG0062109																							FUN_037310-T1
OG0062110																							FUN_037314-T1
OG0062111																							FUN_037320-T1
OG0062112																							FUN_037322-T1
OG0062113																							FUN_037336-T1
OG0062114																							FUN_037346-T1
OG0062115																							FUN_037403-T1
OG0062116																							FUN_037404-T1
OG0062117																							FUN_037408-T1
OG0062118																							FUN_037446-T1
OG0062119																							FUN_037490-T1
OG0062120																							FUN_037494-T1
OG0062121																							FUN_037497-T1
OG0062122																							FUN_037544-T1
OG0062123																							FUN_037571-T1
OG0062124																							FUN_037579-T1
OG0062125																							FUN_037602-T1
OG0062126																							FUN_037619-T1
OG0062127																							FUN_037626-T1
OG0062128																							FUN_037627-T1
OG0062129																							FUN_037656-T1
OG0062130																							FUN_037690-T1
OG0062131																							FUN_037717-T1
OG0062132																							FUN_037734-T1
OG0062133																							FUN_037809-T1
OG0062134																							FUN_037813-T1
OG0062135																							FUN_037821-T1
OG0062136																							FUN_037833-T1
OG0062137																							FUN_037837-T1
OG0062138																							FUN_037861-T1
OG0062139																							FUN_037898-T1
OG0062140																							FUN_037905-T1
OG0062141																							FUN_037927-T1
OG0062142																							FUN_037959-T1
OG0062143																							FUN_037961-T1
OG0062144																							FUN_037978-T1
